instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_bin,hum_bin
7042,2011-10-26,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,"(0.4, 0.5]","(0.7, 0.8]"
7043,2011-10-26,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,"(0.4, 0.5]","(0.6, 0.7]"
7044,2011-10-26,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,"(0.4, 0.5]","(0.6, 0.7]"
7045,2011-10-26,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,"(0.4, 0.5]","(0.6, 0.7]"
7046,2011-10-26,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,"(0.4, 0.5]","(0.7, 0.8]"
7047,2011-10-26,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,"(0.4, 0.5]","(0.7, 0.8]"
7048,2011-10-26,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92,"(0.4, 0.5]","(0.7, 0.8]"
7049,2011-10-26,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299,"(0.4, 0.5]","(0.7, 0.8]"
7050,2011-10-26,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464,"(0.4, 0.5]","(0.6, 0.7]"
7051,2011-10-26,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,"(0.4, 0.5]","(0.6, 0.7]"
7052,2011-10-26,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,"(0.4, 0.5]","(0.6, 0.7]"
7053,2011-10-26,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155,"(0.4, 0.5]","(0.5, 0.6]"
7054,2011-10-26,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194,"(0.5, 0.6]","(0.5, 0.6]"
7055,2011-10-26,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82,"(0.5, 0.6]","(0.5, 0.6]"
7056,2011-10-26,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52,66,"(0.4, 0.5]","(0.7, 0.8]"
7057,2011-10-26,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,11,59,70,"(0.4, 0.5]","(0.7, 0.8]"
7058,2011-10-26,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213,"(0.4, 0.5]","(0.7, 0.8]"
7059,2011-10-26,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454,"(0.4, 0.5]","(0.7, 0.8]"
7060,2011-10-26,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453,"(0.4, 0.5]","(0.7, 0.8]"
7061,2011-10-26,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,25,306,331,"(0.4, 0.5]","(0.8, 0.9]"
7062,2011-10-26,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,27,180,207,"(0.4, 0.5]","(0.8, 0.9]"
7063,2011-10-26,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140,157,"(0.4, 0.5]","(0.7, 0.8]"
7064,2011-10-26,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135,"(0.4, 0.5]","(0.8, 0.9]"
7065,2011-10-26,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,"(0.4, 0.5]","(0.8, 0.9]"
7066,2011-10-27,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,3,23,26,"(0.4, 0.5]","(0.9, 1.0]"
7067,2011-10-27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,2,9,11,"(0.4, 0.5]","(0.9, 1.0]"
7068,2011-10-27,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,3,5,8,"(0.4, 0.5]","(0.9, 1.0]"
7069,2011-10-27,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,1,3,4,"(0.4, 0.5]","(0.9, 1.0]"
7070,2011-10-27,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,1,3,4,"(0.4, 0.5]","(0.8, 0.9]"
7071,2011-10-27,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15,"(0.4, 0.5]","(0.8, 0.9]"
7072,2011-10-27,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42,46,"(0.4, 0.5]","(0.8, 0.9]"
7073,2011-10-27,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137,"(0.4, 0.5]","(0.9, 1.0]"
7074,2011-10-27,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316,"(0.4, 0.5]","(0.8, 0.9]"
7075,2011-10-27,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171,"(0.4, 0.5]","(0.8, 0.9]"
7076,2011-10-27,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62,"(0.4, 0.5]","(0.8, 0.9]"
7077,2011-10-27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52,"(0.4, 0.5]","(0.8, 0.9]"
7078,2011-10-27,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53,"(0.4, 0.5]","(0.8, 0.9]"
7079,2011-10-27,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74,"(0.4, 0.5]","(0.8, 0.9]"
7080,2011-10-27,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,16,76,92,"(0.4, 0.5]","(0.8, 0.9]"
7081,2011-10-27,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107,"(0.4, 0.5]","(0.8, 0.9]"
7082,2011-10-27,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207,"(0.5, 0.6]","(0.7, 0.8]"
7083,2011-10-27,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322,"(0.4, 0.5]","(0.7, 0.8]"
7084,2011-10-27,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240,"(0.4, 0.5]","(0.6, 0.7]"
7085,2011-10-27,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219,"(0.4, 0.5]","(0.6, 0.7]"
7086,2011-10-27,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182,"(0.4, 0.5]","(0.6, 0.7]"
7087,2011-10-27,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,"(0.4, 0.5]","(0.6, 0.7]"
7088,2011-10-27,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111,"(0.3, 0.4]","(0.6, 0.7]"
7089,2011-10-27,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68,"(0.3, 0.4]","(0.6, 0.7]"
7090,2011-10-28,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44,"(0.3, 0.4]","(0.6, 0.7]"
7091,2011-10-28,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16,"(0.3, 0.4]","(0.6, 0.7]"
7092,2011-10-28,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4,"(0.3, 0.4]","(0.6, 0.7]"
7093,2011-10-28,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8,"(0.2, 0.3]","(0.6, 0.7]"
7094,2011-10-28,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10,"(0.2, 0.3]","(0.6, 0.7]"
7095,2011-10-28,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25,"(0.2, 0.3]","(0.6, 0.7]"
7096,2011-10-28,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75,"(0.2, 0.3]","(0.6, 0.7]"
7097,2011-10-28,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205,"(0.2, 0.3]","(0.6, 0.7]"
7098,2011-10-28,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374,"(0.2, 0.3]","(0.6, 0.7]"
7099,2011-10-28,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229,"(0.3, 0.4]","(0.5, 0.6]"
7100,2011-10-28,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130,"(0.3, 0.4]","(0.5, 0.6]"
7101,2011-10-28,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168,"(0.3, 0.4]","(0.4, 0.5]"
7102,2011-10-28,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213,"(0.3, 0.4]","(0.3, 0.4]"
7103,2011-10-28,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228,"(0.3, 0.4]","(0.4, 0.5]"
7104,2011-10-28,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152,185,"(0.3, 0.4]","(0.4, 0.5]"
7105,2011-10-28,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,215,"(0.3, 0.4]","(0.4, 0.5]"
7106,2011-10-28,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308,"(0.3, 0.4]","(0.4, 0.5]"
7107,2011-10-28,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411,446,"(0.3, 0.4]","(0.4, 0.5]"
7108,2011-10-28,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368,"(0.3, 0.4]","(0.5, 0.6]"
7109,2011-10-28,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204,"(0.3, 0.4]","(0.4, 0.5]"
7110,2011-10-28,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143,"(0.3, 0.4]","(0.6, 0.7]"
7111,2011-10-28,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69,74,"(0.3, 0.4]","(0.6, 0.7]"
7112,2011-10-28,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36,"(0.2, 0.3]","(0.7, 0.8]"
7113,2011-10-28,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31,39,"(0.2, 0.3]","(0.8, 0.9]"
7114,2011-10-29,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19,"(0.2, 0.3]","(0.8, 0.9]"
7115,2011-10-29,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18,"(0.2, 0.3]","(0.8, 0.9]"
7116,2011-10-29,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17,"(0.2, 0.3]","(0.8, 0.9]"
7117,2011-10-29,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8,"(0.2, 0.3]","(0.8, 0.9]"
7118,2011-10-29,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1,"(0.2, 0.3]","(0.8, 0.9]"
7119,2011-10-29,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1,"(0.2, 0.3]","(0.9, 1.0]"
7120,2011-10-29,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5,"(0.2, 0.3]","(0.8, 0.9]"
7121,2011-10-29,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7,"(0.2, 0.3]","(0.8, 0.9]"
7122,2011-10-29,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20,"(0.2, 0.3]","(0.8, 0.9]"
7123,2011-10-29,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20,"(0.2, 0.3]","(0.8, 0.9]"
7124,2011-10-29,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12,"(0.2, 0.3]","(0.9, 1.0]"
7125,2011-10-29,4,0,10,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27,"(0.2, 0.3]","(0.9, 1.0]"
7126,2011-10-29,4,0,10,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44,50,"(0.1, 0.2]","(0.8, 0.9]"
7127,2011-10-29,4,0,10,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30,30,"(0.1, 0.2]","(0.8, 0.9]"
7128,2011-10-29,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29,"(0.1, 0.2]","(0.8, 0.9]"
7129,2011-10-29,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41,"(0.2, 0.3]","(0.9, 1.0]"
7130,2011-10-29,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,22,"(0.1, 0.2]","(0.9, 1.0]"
7131,2011-10-29,4,0,10,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28,31,"(0.1, 0.2]","(0.9, 1.0]"
7132,2011-10-29,4,0,10,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37,43,"(0.1, 0.2]","(0.9, 1.0]"
7133,2011-10-29,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39,"(0.2, 0.3]","(0.8, 0.9]"
7134,2011-10-29,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,7,40,47,"(0.2, 0.3]","(0.8, 0.9]"
7135,2011-10-29,4,0,10,21,0,6,0,1,0.24,0.2121,0.87,0.3582,1,49,50,"(0.2, 0.3]","(0.8, 0.9]"
7136,2011-10-29,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,10,44,54,"(0.2, 0.3]","(0.8, 0.9]"
7137,2011-10-29,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,3,33,36,"(0.2, 0.3]","(0.8, 0.9]"
7138,2011-10-30,4,0,10,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54,"(0.2, 0.3]","(0.8, 0.9]"
7139,2011-10-30,4,0,10,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43,"(0.2, 0.3]","(0.8, 0.9]"
7140,2011-10-30,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,7,43,50,"(0.2, 0.3]","(0.8, 0.9]"
7141,2011-10-30,4,0,10,3,0,0,0,1,0.24,0.2121,0.75,0.3582,7,26,33,"(0.2, 0.3]","(0.7, 0.8]"
7142,2011-10-30,4,0,10,4,0,0,0,1,0.22,0.197,0.8,0.3284,1,10,11,"(0.1, 0.2]","(0.7, 0.8]"
7143,2011-10-30,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4,"(0.2, 0.3]","(0.7, 0.8]"
7144,2011-10-30,4,0,10,6,0,0,0,1,0.24,0.2273,0.75,0.2537,2,8,10,"(0.2, 0.3]","(0.7, 0.8]"
7145,2011-10-30,4,0,10,7,0,0,0,1,0.24,0.2879,0.75,0.0,7,15,22,"(0.2, 0.3]","(0.7, 0.8]"
7146,2011-10-30,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80,"(0.2, 0.3]","(0.6, 0.7]"
7147,2011-10-30,4,0,10,9,0,0,0,1,0.3,0.2879,0.65,0.2537,55,92,147,"(0.2, 0.3]","(0.6, 0.7]"
7148,2011-10-30,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178,"(0.3, 0.4]","(0.6, 0.7]"
7149,2011-10-30,4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,58,182,240,"(0.3, 0.4]","(0.5, 0.6]"
7150,2011-10-30,4,0,10,12,0,0,0,1,0.38,0.3939,0.5,0.194,85,229,314,"(0.3, 0.4]","(0.4, 0.5]"
7151,2011-10-30,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,113,232,345,"(0.4, 0.5]","(0.4, 0.5]"
7152,2011-10-30,4,0,10,14,0,0,0,1,0.42,0.4242,0.38,0.194,91,209,300,"(0.4, 0.5]","(0.3, 0.4]"
7153,2011-10-30,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290,"(0.4, 0.5]","(0.3, 0.4]"
7154,2011-10-30,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,107,213,320,"(0.4, 0.5]","(0.3, 0.4]"
7155,2011-10-30,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,245,"(0.4, 0.5]","(0.3, 0.4]"
7156,2011-10-30,4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213,"(0.3, 0.4]","(0.3, 0.4]"
7157,2011-10-30,4,0,10,19,0,0,0,1,0.56,0.5303,0.49,0.2985,28,125,153,"(0.5, 0.6]","(0.4, 0.5]"
7158,2011-10-30,4,0,10,20,0,0,0,1,0.34,0.3636,0.57,0.0,18,74,92,"(0.3, 0.4]","(0.5, 0.6]"
7159,2011-10-30,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0.0,4,75,79,"(0.3, 0.4]","(0.6, 0.7]"
7160,2011-10-30,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0.0,13,58,71,"(0.3, 0.4]","(0.7, 0.8]"
7161,2011-10-30,4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,7,30,37,"(0.3, 0.4]","(0.8, 0.9]"
7162,2011-10-31,4,0,10,0,0,1,1,1,0.26,0.303,0.87,0.0,3,20,23,"(0.3, 0.4]","(0.8, 0.9]"
7163,2011-10-31,4,0,10,1,0,1,1,1,0.26,0.303,0.81,0.0,5,8,13,"(0.3, 0.4]","(0.8, 0.9]"
7164,2011-10-31,4,0,10,2,0,1,1,1,0.24,0.2879,0.87,0.0,0,3,3,"(0.2, 0.3]","(0.8, 0.9]"
7165,2011-10-31,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,0,3,3,"(0.2, 0.3]","(0.8, 0.9]"
7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,1,5,6,"(0.2, 0.3]","(0.8, 0.9]"
7167,2011-10-31,4,0,10,5,0,1,1,1,0.22,0.2727,0.93,0.0,0,18,18,"(0.2, 0.3]","(0.9, 1.0]"
7168,2011-10-31,4,0,10,6,0,1,1,1,0.24,0.2879,0.87,0.0,4,82,86,"(0.2, 0.3]","(0.8, 0.9]"
7169,2011-10-31,4,0,10,7,0,1,1,1,0.24,0.2879,0.93,0.0,11,216,227,"(0.2, 0.3]","(0.9, 1.0]"
7170,2011-10-31,4,0,10,8,0,1,1,2,0.28,0.3182,0.87,0.0,17,355,372,"(0.3, 0.4]","(0.8, 0.9]"
7171,2011-10-31,4,0,10,9,0,1,1,2,0.32,0.3182,0.76,0.1642,14,197,211,"(0.3, 0.4]","(0.7, 0.8]"
7172,2011-10-31,4,0,10,10,0,1,1,2,0.36,0.3485,0.57,0.1642,18,87,105,"(0.3, 0.4]","(0.5, 0.6]"
7173,2011-10-31,4,0,10,11,0,1,1,1,0.4,0.4091,0.5,0.1343,31,97,128,"(0.4, 0.5]","(0.4, 0.5]"
7174,2011-10-31,4,0,10,12,0,1,1,1,0.42,0.4242,0.44,0.2239,30,140,170,"(0.4, 0.5]","(0.4, 0.5]"
7175,2011-10-31,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152,"(0.4, 0.5]","(0.4, 0.5]"
7176,2011-10-31,4,0,10,14,0,1,1,2,0.44,0.4394,0.47,0.2239,22,119,141,"(0.4, 0.5]","(0.4, 0.5]"
7177,2011-10-31,4,0,10,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168,"(0.4, 0.5]","(0.4, 0.5]"
7178,2011-10-31,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272,"(0.4, 0.5]","(0.5, 0.6]"
7179,2011-10-31,4,0,10,17,0,1,1,1,0.42,0.4242,0.54,0.1343,44,442,486,"(0.4, 0.5]","(0.5, 0.6]"
7180,2011-10-31,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422,"(0.4, 0.5]","(0.6, 0.7]"
7181,2011-10-31,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238,"(0.4, 0.5]","(0.6, 0.7]"
7182,2011-10-31,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172,"(0.4, 0.5]","(0.6, 0.7]"
7183,2011-10-31,4,0,10,21,0,1,1,2,0.36,0.3485,0.76,0.194,7,109,116,"(0.3, 0.4]","(0.7, 0.8]"
7184,2011-10-31,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.194,8,77,85,"(0.3, 0.4]","(0.7, 0.8]"
7185,2011-10-31,4,0,10,23,0,1,1,2,0.36,0.3485,0.76,0.194,6,46,52,"(0.3, 0.4]","(0.7, 0.8]"
7186,2011-11-01,4,0,11,0,0,2,1,2,0.36,0.3485,0.87,0.1642,3,18,21,"(0.3, 0.4]","(0.8, 0.9]"
7187,2011-11-01,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,3,8,11,"(0.3, 0.4]","(0.8, 0.9]"
7188,2011-11-01,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4,"(0.3, 0.4]","(0.8, 0.9]"
7189,2011-11-01,4,0,11,3,0,2,1,2,0.36,0.3485,0.81,0.1343,1,5,6,"(0.3, 0.4]","(0.8, 0.9]"
7190,2011-11-01,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8,"(0.3, 0.4]","(0.8, 0.9]"
7191,2011-11-01,4,0,11,5,0,2,1,1,0.32,0.3182,0.81,0.194,0,18,18,"(0.3, 0.4]","(0.8, 0.9]"
7192,2011-11-01,4,0,11,6,0,2,1,1,0.32,0.3182,0.81,0.194,3,90,93,"(0.3, 0.4]","(0.8, 0.9]"
7193,2011-11-01,4,0,11,7,0,2,1,1,0.34,0.3333,0.76,0.194,8,246,254,"(0.3, 0.4]","(0.7, 0.8]"
7194,2011-11-01,4,0,11,8,0,2,1,1,0.36,0.3333,0.71,0.2537,17,402,419,"(0.3, 0.4]","(0.7, 0.8]"
7195,2011-11-01,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642,16,206,222,"(0.4, 0.5]","(0.6, 0.7]"
7196,2011-11-01,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135,"(0.4, 0.5]","(0.6, 0.7]"
7197,2011-11-01,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117,"(0.4, 0.5]","(0.6, 0.7]"
7198,2011-11-01,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176,"(0.4, 0.5]","(0.4, 0.5]"
7199,2011-11-01,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,20,147,167,"(0.4, 0.5]","(0.5, 0.6]"
7200,2011-11-01,4,0,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,32,118,150,"(0.4, 0.5]","(0.4, 0.5]"
7201,2011-11-01,4,0,11,15,0,2,1,1,0.5,0.4848,0.45,0.1343,38,148,186,"(0.4, 0.5]","(0.4, 0.5]"
7202,2011-11-01,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,46,252,298,"(0.4, 0.5]","(0.4, 0.5]"
7203,2011-11-01,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,36,470,506,"(0.4, 0.5]","(0.5, 0.6]"
7204,2011-11-01,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,39,421,460,"(0.4, 0.5]","(0.5, 0.6]"
7205,2011-11-01,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313,"(0.4, 0.5]","(0.5, 0.6]"
7206,2011-11-01,4,0,11,20,0,2,1,1,0.4,0.4091,0.71,0.0,18,191,209,"(0.4, 0.5]","(0.7, 0.8]"
7207,2011-11-01,4,0,11,21,0,2,1,1,0.36,0.3788,0.81,0.0,13,114,127,"(0.3, 0.4]","(0.8, 0.9]"
7208,2011-11-01,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96,"(0.3, 0.4]","(0.8, 0.9]"
7209,2011-11-01,4,0,11,23,0,2,1,1,0.34,0.3636,0.87,0.0,11,61,72,"(0.3, 0.4]","(0.8, 0.9]"
7210,2011-11-02,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0.0,0,19,19,"(0.3, 0.4]","(0.8, 0.9]"
7211,2011-11-02,4,0,11,1,0,3,1,1,0.3,0.3333,0.87,0.0,2,8,10,"(0.3, 0.4]","(0.8, 0.9]"
7212,2011-11-02,4,0,11,2,0,3,1,1,0.3,0.3333,0.87,0.0,0,2,2,"(0.3, 0.4]","(0.8, 0.9]"
7213,2011-11-02,4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2,"(0.3, 0.4]","(0.7, 0.8]"
7214,2011-11-02,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4,"(0.3, 0.4]","(0.8, 0.9]"
7215,2011-11-02,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0.0,0,27,27,"(0.3, 0.4]","(0.8, 0.9]"
7216,2011-11-02,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92,"(0.3, 0.4]","(0.8, 0.9]"
7217,2011-11-02,4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251,"(0.3, 0.4]","(0.8, 0.9]"
7218,2011-11-02,4,0,11,8,0,3,1,1,0.32,0.3485,0.87,0.0,20,452,472,"(0.3, 0.4]","(0.8, 0.9]"
7219,2011-11-02,4,0,11,9,0,3,1,1,0.34,0.3636,0.87,0.0,15,213,228,"(0.3, 0.4]","(0.8, 0.9]"
7220,2011-11-02,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133,"(0.4, 0.5]","(0.7, 0.8]"
7221,2011-11-02,4,0,11,11,0,3,1,1,0.42,0.4242,0.71,0.1343,27,117,144,"(0.4, 0.5]","(0.7, 0.8]"
7222,2011-11-02,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,32,157,189,"(0.4, 0.5]","(0.5, 0.6]"
7223,2011-11-02,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,22,139,161,"(0.4, 0.5]","(0.4, 0.5]"
7224,2011-11-02,4,0,11,14,0,3,1,1,0.5,0.4848,0.45,0.1642,40,132,172,"(0.4, 0.5]","(0.4, 0.5]"
7225,2011-11-02,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,26,161,187,"(0.4, 0.5]","(0.5, 0.6]"
7226,2011-11-02,4,0,11,16,0,3,1,1,0.48,0.4697,0.51,0.1045,35,231,266,"(0.4, 0.5]","(0.5, 0.6]"
7227,2011-11-02,4,0,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,30,523,553,"(0.4, 0.5]","(0.6, 0.7]"
7228,2011-11-02,4,0,11,18,0,3,1,1,0.42,0.4242,0.71,0.1642,31,448,479,"(0.4, 0.5]","(0.7, 0.8]"
7229,2011-11-02,4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,25,257,282,"(0.4, 0.5]","(0.7, 0.8]"
7230,2011-11-02,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182,"(0.4, 0.5]","(0.6, 0.7]"
